商家,区域,商圈,星级,服务,价格,销量
中经堂（南京店）,鼓楼区,新街口/金轮,3.9,单人颈肩调理（推拿／按摩／艾灸／拔罐）套餐,228,637
中经堂(金盛摩尔店),鼓楼区,草场门/龙江,5.0,单人颈肩调理（推拿／按摩／艾灸／拔罐）套餐,228,637
金海玉堂健康足浴（虎踞北路店）,鼓楼区,大桥南路,5.0,单人金海玉堂SPA套餐,229,622
健康之家足疗,鼓楼区,南大/南师大,5.0,单人保养足疗+精油SPA套餐,109.9,591
君康养生（中山北路店）,鼓楼区,山西路/湖南路,4.9,三星养生推拿/三星养身足底（二选一）,158,496
君康养生（华侨路店）,鼓楼区,南大/南师大,4.3,三星养生推拿/三星养身足底（二选一）,158,496
人和盲人推拿保健中心,鼓楼区,三牌楼,4.7,单人推拿养生套组,69,469
足品港派SPA养生会所,鼓楼区,大桥南路,5.0,单人优品之梦spa1次,299,464
傅医堂中医推拿,鼓楼区,鼓楼广场,5.0,单人颈椎推拿调理,34.9,413
家和养生,鼓楼区,南瑞路/新模范马路,5.0,单人三星精油足浴/三星中式调理（2选1）,118,381
五彩阳光沙疗盐疗推拿足疗,鼓楼区,草场门/龙江,5.0,单人中式推拿1次,68,343
风雨舞足,鼓楼区,山西路/湖南路,4.3,单人足疗/推拿2选1,35,317
韩式推拿保健中心,鼓楼区,建宁路,5.0,单人全身中式推拿1次,68,286
川情谣水疗SPA养生会馆,鼓楼区,草场门/龙江,5.0,单人古典沐足套餐【春季酬宾】,58,278
金尊港派SPA,鼓楼区,鼓楼区,5.0,单人金尊SPA【特价】,189,270
元和推拿,鼓楼区,山西路/湖南路,4.3,单人养生推拿1次,69,238
洗喜乐足浴指压会所,鼓楼区,热河南路/三汊河,4.4,单人泰式按摩套餐,90,227
手爱推拿足疗保健中心（龙江店）,鼓楼区,新城市广场,4.8,单人推拿/足疗二选一套餐(赠拔罐/热疗二选一),108,212
康源足道,鼓楼区,南大/南师大,3.9,单人足疗+保健+推油套餐1次,128,42
水足天堂足疗,鼓楼区,环宇城,4.5,单人足疗+保健+推油套餐1次,128,42
尚文堂中医推拿店,鼓楼区,三牌楼,4.9,单人特惠拔罐,9.9,41
曼点经络养生减肥中心,鼓楼区,建宁路,4.8,曼点经络养生瘦身中心  拔罐/刮痧 套餐,19.9,33
贝诗泊蒂（中央路店）,鼓楼区,山西路/湖南路,4.6,单人贝诗泊蒂SPA套餐,29.9,32
逸境主题spa,鼓楼区,山西路/湖南路,4.8,单人雅致SPA一次,429,33
宗气堂,鼓楼区,环宇城,4.3,超值足浴套餐,50,31
推首身心堂,鼓楼区,建宁路,5.0,单人精穴养生推拿+头部刮痧+养生茶套餐,78.8,31
身强纳米汗蒸养生馆,鼓楼区,草场门/龙江,4.7,单人推拿套餐,38.8,27
智通盲人推拿（中山北路店）,鼓楼区,三牌楼,4.4,单人中式推拿1次,70.4,23
金骨康颈肩腰腿痛体验康复中心（姜家园店）,鼓楼区,热河南路/三汊河,4.5,单人颈肩腰椎体验,60,23
苏氏盲人按摩保健推拿中心,鼓楼区,环宇城,4.3,单人中式推拿／中式足疗二选一,58,22
十指堂推拿,鼓楼区,山西路/湖南路,4.5,全身推拿+刮痧或拔罐,69,22
颐和全品生活馆足韵SPA尊享馆,鼓楼区,新城市广场,4.3,颐和柔式按摩,109,21
蕲艾堂艾灸馆（鼓楼总店）,鼓楼区,环宇城,4.5,单人蕲艾灸套餐,48,20
千年灸艾灸养生堂,鼓楼区,环宇城,4.3,通阳艾灸套餐,48,18
正鸿庭经络推拿养生馆（中海环宇城店）,鼓楼区,环宇城,5.0,肩颈\腰部经筋推拿养生套餐,128,17
盈家茶会 足道SPA,鼓楼区,草场门/龙江,5.0,草本足浴,86,15
颐和名仕spa尊享馆（龙江店）,鼓楼区,新城市广场,4.4,单人颐和瑞典香薰SPA,398,15
川水谣足浴养身会所,鼓楼区,三牌楼,5.0,御皇养生,198,13
佲仕spa会所,鼓楼区,鼓楼区,4.0,佲仕尊享SPA套餐,498,14
一品足道,鼓楼区,环宇城,3.8,单人中式推拿套餐,68,12
足之堂,鼓楼区,鼓楼区,3.5,单人足疗+修脚套餐,30,12
御玺堂养生会所,鼓楼区,鼓楼区,4.7,单人御玺精油spa1次,208,11
郑远元专业修脚（凤凰西街店）,鼓楼区,环宇城,4.4,单人脚气足疗套餐,54,11
享沙湾中医养生,鼓楼区,环宇城,4.0,沙疗,48,11
盈如骨瑞康,鼓楼区,环宇城,4.3,单人骨瑞康五步罐套餐,88,10
宝骏经络养生馆（龙江金润发店）,鼓楼区,草场门/龙江,4.1,单人推拿+艾灸温补,79,8
德康盲人推拿,鼓楼区,草场门/龙江,4.9,经络穴位推拿,59.9,8
美尚佳美,鼓楼区,幕府西路,4.8,单人破尿酸面部深沉补水,9.9,7
山城足道（热河南路店）,鼓楼区,鼓楼区,3.0,单人推拿加踩背1次,89.9,6
知足堂,鼓楼区,草场门/龙江,3.5,单人老姜足浴,58,5
南京塞偲特调理馆（虹悦城店）,鼓楼区,三牌楼,4.8,单人敏感护理套餐,128,5
金陵盲人按摩中心,鼓楼区,南大/南师大,4.6,单人推拿一次,69,5
南京塞偲特调理馆（山西路店）,鼓楼区,山西路/湖南路,3.6,单人敏感护理套餐,128,5
仁心中医推拿养生,鼓楼区,鼓楼区,4.3,单人养生拔罐,20,4
北京同仁堂中医艾灸（云南路店）,鼓楼区,山西路/湖南路,5.0,单人肠胃保养,59,4
抱朴堂推拿养生馆,鼓楼区,建宁路,3.5,单人三伏推拿套餐,80,4
旺脚足道,鼓楼区,鼓楼区,3.9,单人尊享套餐,90,4
楼兰spa养生馆,鼓楼区,鼓楼区,4.5,单人港式spa,350,4
姿足堂养生馆,鼓楼区,南大/南师大,3.5,单人精油spa＋中式足疗套餐,168,4
宗元堂,鼓楼区,南大/南师大,4.5,单人脊柱整复推拿套系,198,4
威步足道养生馆,鼓楼区,三牌楼,4.1,单人丝/足套餐,348,2
百通经络调理中心,鼓楼区,山西路/湖南路,5.0,单人精油spa1次,158,2
推手盲人推拿（和燕路店）,鼓楼区,鼓楼区,4.8,单人特级推拿+养生茶套餐,129,0
